E_low_eV,E_high_eV,E_mid_eV,flux_mean,flux_std
9.7155786463e+01,1.0292747724e+02,1.0000000000e+02,1.0425272121e-02,8.7656939410e-05
1.0292747724e+02,1.0904204430e+02,1.0594065571e+02,1.0577828643e-02,1.0096958157e-04
1.0904204430e+02,1.1551985673e+02,1.1223422533e+02,1.0916713027e-02,7.2785991657e-05
1.1551985673e+02,1.2238249370e+02,1.1890167424e+02,1.0969714562e-02,7.9250500277e-05
1.2238249370e+02,1.2965281630e+02,1.2596521335e+02,1.1125681492e-02,7.2212573666e-05
1.2965281630e+02,1.3735504374e+02,1.3344837299e+02,1.1614610673e-02,9.6629413757e-05
1.3735504374e+02,1.4551483399e+02,1.4137608138e+02,1.1879163207e-02,8.9014625314e-05
1.4551483399e+02,1.5415936928e+02,1.4977474763e+02,1.2004035982e-02,8.8983054064e-05
1.5415936928e+02,1.6331744666e+02,1.5867234973e+02,1.2309387225e-02,9.1259708280e-05
1.6331744666e+02,1.7301957388e+02,1.6809852774e+02,1.2617002406e-02,9.1609696727e-05
1.7301957388e+02,1.8329807108e+02,1.7808468253e+02,1.2568307686e-02,9.7398578819e-05
1.8329807108e+02,1.9418717841e+02,1.8866408040e+02,1.3085813632e-02,8.2232705542e-05
1.9418717841e+02,2.0572317012e+02,1.9987196387e+02,1.3178701041e-02,9.7762122582e-05
2.0572317012e+02,2.1794447538e+02,2.1174566910e+02,1.3544706726e-02,1.1839111972e-04
2.1794447538e+02,2.3089180630e+02,2.2432475029e+02,1.3789043309e-02,1.0080517327e-04
2.3089180630e+02,2.4460829358e+02,2.3765111138e+02,1.4030834166e-02,1.0151436678e-04
2.4460829358e+02,2.5913963014e+02,2.5176914570e+02,1.4560079751e-02,9.1557081563e-05
2.5913963014e+02,2.7453422338e+02,2.6672588384e+02,1.4597565991e-02,9.9743804320e-05
2.7453422338e+02,2.9084335641e+02,2.8257115029e+02,1.5158970361e-02,1.1381155456e-04
2.9084335641e+02,3.0812135887e+02,2.9935772947e+02,1.5505250337e-02,1.1254378342e-04
3.0812135887e+02,3.2642578798e+02,3.1714154153e+02,1.5631430283e-02,1.0397829692e-04
3.2642578798e+02,3.4581762020e+02,3.3598182863e+02,1.5965020655e-02,1.1545004046e-04
3.4581762020e+02,3.6636145440e+02,3.5594135232e+02,1.6283418177e-02,1.1582778151e-04
3.6636145440e+02,3.8812572707e+02,3.7708660260e+02,1.6836331239e-02,1.0592725732e-04
3.8812572707e+02,4.1118294024e+02,3.9948801940e+02,1.7118171166e-02,1.0902072269e-04
4.1118294024e+02,4.3560990307e+02,4.2322022724e+02,1.7287350134e-02,1.1084062819e-04
4.3560990307e+02,4.6148798766e+02,4.4836228384e+02,1.7804728311e-02,1.1904985190e-04
4.6148798766e+02,4.8890340016e+02,4.7499794347e+02,1.8067028398e-02,1.0970170071e-04
4.8890340016e+02,5.1794746792e+02,5.0321593593e+02,1.8088161755e-02,1.1477451793e-04
5.1794746792e+02,5.4871694376e+02,5.3311026217e+02,1.8701120612e-02,1.2280722068e-04
5.4871694376e+02,5.8131432822e+02,5.6478050741e+02,1.9039654148e-02,1.3895862618e-04
5.8131432822e+02,6.1584821107e+02,5.9833217288e+02,1.9309066037e-02,1.3279173745e-04
6.1584821107e+02,6.5243363299e+02,6.3387702728e+02,1.9868258763e-02,1.2978914364e-04
6.5243363299e+02,6.9119246888e+02,6.7153347911e+02,2.0166827576e-02,1.2532282494e-04
6.9119246888e+02,7.3225383376e+02,7.1142697110e+02,2.0734470488e-02,1.3106692275e-04
7.3225383376e+02,7.7575451296e+02,7.5369039809e+02,2.1057413972e-02,1.3768950061e-04
7.7575451296e+02,8.2183941775e+02,7.9846454977e+02,2.1271915893e-02,1.1699941233e-04
8.2183941775e+02,8.7066206806e+02,8.4589857966e+02,2.1760657820e-02,1.1771196404e-04
8.7066206806e+02,9.2238510394e+02,8.9615050195e+02,2.2498739296e-02,1.3584538729e-04
9.2238510394e+02,9.7718082730e+02,9.4938771793e+02,2.2698767502e-02,1.3869254314e-04
9.7718082730e+02,1.0352317759e+03,1.0057875736e+03,2.3263350970e-02,1.5064414350e-04
1.0352317759e+03,1.0967313316e+03,1.0655379506e+03,2.3706695027e-02,1.2782488643e-04
1.0967313316e+03,1.1618843641e+03,1.1288378917e+03,2.4298815280e-02,1.3928133129e-04
1.1618843641e+03,1.2309079139e+03,1.1958982644e+03,2.4581776563e-02,1.3918968485e-04
1.2309079139e+03,1.3040319152e+03,1.2669424629e+03,2.5335928115e-02,1.3335240609e-04
1.3040319152e+03,1.3814999616e+03,1.3422071527e+03,2.5478582045e-02,1.4080635651e-04
1.3814999616e+03,1.4635701180e+03,1.4219430586e+03,2.6459131309e-02,1.2849422795e-04
1.4635701180e+03,1.5505157798e+03,1.5064158001e+03,2.7051964353e-02,1.3418829952e-04
1.5505157798e+03,1.6426265841e+03,1.5959067764e+03,2.7632506931e-02,1.3342593333e-04
1.6426265841e+03,1.7402093741e+03,1.6907141035e+03,2.7961352035e-02,1.4176802213e-04
1.7402093741e+03,1.8435892216e+03,1.7911536074e+03,2.9054079736e-02,1.6068387670e-04
1.8435892216e+03,1.9531105100e+03,1.8975598765e+03,2.9477847703e-02,1.5523695551e-04
1.9531105100e+03,2.0691380811e+03,2.0102873757e+03,3.0178950640e-02,1.7252120180e-04
2.0691380811e+03,2.1920584507e+03,2.1297116275e+03,3.1094440169e-02,1.5697161897e-04
2.1920584507e+03,2.3222810963e+03,2.2562304630e+03,3.1390489274e-02,1.4881396241e-04
2.3222810963e+03,2.4602398209e+03,2.3902653468e+03,3.1438823750e-02,1.4595017156e-04
2.4602398209e+03,2.6063941983e+03,2.5322627817e+03,3.1402788162e-02,1.6033236984e-04
2.6063941983e+03,2.7612311041e+03,2.6826957953e+03,3.1704785539e-02,1.5875569553e-04
2.7612311041e+03,2.9252663374e+03,2.8420655163e+03,3.2247580397e-02,1.6974767787e-04
2.9252663374e+03,3.0990463392e+03,3.0109028437e+03,3.2652411999e-02,1.4038329428e-04
3.0990463392e+03,3.2831500126e+03,3.1897702155e+03,3.3821123365e-02,1.5034716037e-04
3.2831500126e+03,3.4781906513e+03,3.3792634820e+03,3.4529271900e-02,1.6309733534e-04
3.4781906513e+03,3.6848179829e+03,3.5800138910e+03,3.5378513104e-02,1.9013359486e-04
3.6848179829e+03,3.9037203329e+03,3.7926901907e+03,3.6327116048e-02,1.6748875694e-04
3.9037203329e+03,4.1356269178e+03,4.0180008572e+03,3.6928615650e-02,1.7212613067e-04
4.1356269178e+03,4.3813102745e+03,4.2566964546e+03,3.8176414586e-02,2.0741475653e-04
4.3813102745e+03,4.6415888336e+03,4.5095721357e+03,3.8755109423e-02,1.6812940635e-04
4.6415888336e+03,4.9173296458e+03,4.7774702903e+03,3.9453759565e-02,1.8687836759e-04
4.9173296458e+03,5.2094512703e+03,5.0612833520e+03,4.0797276573e-02,1.8110439553e-04
5.2094512703e+03,5.5189268347e+03,5.3619567706e+03,4.1389896700e-02,1.8031068419e-04
5.5189268347e+03,5.8467872769e+03,5.6804921617e+03,4.2360669995e-02,1.8505172136e-04
5.8467872769e+03,6.1941247793e+03,6.0179506438e+03,4.3415573971e-02,1.6761065544e-04
6.1941247793e+03,6.5620964068e+03,6.3754563725e+03,4.4332754229e-02,1.9965440870e-04
6.5620964068e+03,6.9519279618e+03,6.7542002856e+03,4.4561114502e-02,2.0908615292e-04
6.9519279618e+03,7.3649180673e+03,7.1554440707e+03,4.5545427574e-02,2.0472924721e-04
7.3649180673e+03,7.8024424932e+03,7.5805243676e+03,4.6916706565e-02,1.8462819844e-04
7.8024424932e+03,8.2659587388e+03,8.0308572214e+03,4.7952146910e-02,2.1404882596e-04
8.2659587388e+03,8.7570108888e+03,8.5079427996e+03,4.9140467480e-02,1.7911766001e-04
8.7570108888e+03,9.2772347563e+03,9.0133703895e+03,4.9762716550e-02,2.2028816112e-04
9.2772347563e+03,9.8283633328e+03,9.5488236924e+03,5.0988552828e-02,1.8843785676e-04
9.8283633328e+03,1.0412232560e+04,1.0116086432e+04,5.1952093287e-02,2.2940936762e-04
1.0412232560e+04,1.1030787449e+04,1.0717048299e+04,5.2827355978e-02,2.1554003934e-04
1.1030787449e+04,1.1686088553e+04,1.1353711241e+04,5.4249375400e-02,2.0671613103e-04
1.1686088553e+04,1.2380318841e+04,1.2028196136e+04,5.5644193716e-02,1.8644793900e-04
1.2380318841e+04,1.3115790959e+04,1.2742749857e+04,5.7255125765e-02,2.1455778863e-04
1.3115790959e+04,1.3894954944e+04,1.3499752754e+04,5.7439976320e-02,2.5035563118e-04
1.3894954944e+04,1.4720406378e+04,1.4301726587e+04,5.9691217365e-02,2.3296463469e-04
1.4720406378e+04,1.5594895041e+04,1.5151342925e+04,6.0249350987e-02,2.4013097849e-04
1.5594895041e+04,1.6521334064e+04,1.6051432044e+04,6.1916094394e-02,2.5057983320e-04
1.6521334064e+04,1.7502809639e+04,1.7004992358e+04,6.3756098282e-02,2.7000122896e-04
1.7502809639e+04,1.8542591300e+04,1.8015200408e+04,6.4949701789e-02,2.5116661933e-04
1.8542591300e+04,1.9644142809e+04,1.9085421440e+04,6.6189285082e-02,2.0986457314e-04
1.9644142809e+04,2.0811133701e+04,2.0219220619e+04,6.7841761644e-02,2.4449505841e-04
2.0811133701e+04,2.2047451504e+04,2.1420374904e+04,6.9325441325e-02,3.0488368476e-04
2.2047451504e+04,2.3357214691e+04,2.2692885629e+04,7.0976139073e-02,2.3961827297e-04
2.3357214691e+04,2.4744786400e+04,2.4040991835e+04,7.2576545364e-02,2.4830193368e-04
2.4744786400e+04,2.6214788966e+04,2.5469184390e+04,7.4473358443e-02,2.5847285472e-04
2.6214788966e+04,2.7772119324e+04,2.6982220947e+04,7.5866520918e-02,3.0108824199e-04
2.7772119324e+04,2.9421965317e+04,2.8585141797e+04,7.7732035308e-02,2.8463887643e-04
2.9421965317e+04,3.1169822980e+04,3.0283286656e+04,7.9497738886e-02,2.8424497827e-04
3.1169822980e+04,3.3021514850e+04,3.2082312454e+04,8.2014276755e-02,2.4727294300e-04
3.3021514850e+04,3.4983209358e+04,3.3988212182e+04,8.4634965911e-02,3.3735633033e-04
3.4983209358e+04,3.7061441383e+04,3.6007334850e+04,8.6322393883e-02,2.9875102726e-04
3.7061441383e+04,3.9263134017e+04,3.8146406644e+04,8.8696265919e-02,2.9699594628e-04
3.9263134017e+04,4.1595621631e+04,4.0412553330e+04,9.0938299132e-02,3.1649702467e-04
4.1595621631e+04,4.4066674303e+04,4.2813323987e+04,9.3600106816e-02,3.0263845518e-04
4.4066674303e+04,4.6684523707e+04,4.5356716164e+04,9.7428747638e-02,3.3105261170e-04
4.6684523707e+04,4.9457890531e+04,4.8051202514e+04,1.0005146382e-01,3.3534916689e-04
4.9457890531e+04,5.2396013530e+04,5.0905759020e+04,1.0071040290e-01,2.9562319232e-04
5.2396013530e+04,5.5508680301e+04,5.3929894901e+04,1.0216555128e-01,3.4330331150e-04
5.5508680301e+04,5.8806259887e+04,5.7133684283e+04,1.0759120192e-01,3.5359004757e-04
5.8806259887e+04,6.2299737324e+04,6.0527799762e+04,1.0991885171e-01,3.6259241752e-04
6.2299737324e+04,6.6000750228e+04,6.4123547956e+04,1.1316791769e-01,3.4619736447e-04
6.6000750228e+04,6.9921627567e+04,6.7932907170e+04,1.1544816544e-01,3.6197630956e-04
6.9921627567e+04,7.4075430728e+04,7.1968567300e+04,1.1922983035e-01,3.6718639082e-04
7.4075430728e+04,7.8475997035e+04,7.6243972104e+04,1.2264350063e-01,3.2171447816e-04
7.8475997035e+04,8.3137985835e+04,8.0773363988e+04,1.2628442906e-01,4.0933358160e-04
8.3137985835e+04,8.8076927340e+04,8.5571831449e+04,1.3105581571e-01,3.5672617413e-04
8.8076927340e+04,9.3309274355e+04,9.0655359342e+04,1.3484785624e-01,4.0457674151e-04
9.3309274355e+04,9.8852457091e+04,9.6040882125e+04,1.3823051198e-01,4.3873797607e-04
9.8852457091e+04,1.0472494123e+05,1.0174634027e+05,1.4298920045e-01,4.2262318805e-04
1.0472494123e+05,1.1094628943e+05,1.0779074005e+05,1.4725139830e-01,4.1494979298e-04
1.1094628943e+05,1.1753722651e+05,1.1419421681e+05,1.5289288459e-01,4.9176606180e-04
1.1753722651e+05,1.2451970847e+05,1.2097810207e+05,1.5805083267e-01,4.1531749243e-04
1.2451970847e+05,1.3191699565e+05,1.2816499460e+05,1.6272124352e-01,4.3582871524e-04
1.3191699565e+05,1.3975373018e+05,1.3577883567e+05,1.6737378412e-01,4.3978615752e-04
1.3975373018e+05,1.4805601814e+05,1.4384498883e+05,1.7352289380e-01,4.6864570918e-04
1.4805601814e+05,1.5685151644e+05,1.5239032437e+05,1.7876298332e-01,5.6940339591e-04
1.5685151644e+05,1.6616952501e+05,1.6144330888e+05,1.8401077076e-01,5.6848355628e-04
1.6616952501e+05,1.7604108439e+05,1.7103410003e+05,1.9058529391e-01,4.9165476006e-04
1.7604108439e+05,1.8649907912e+05,1.8119464707e+05,1.9494848119e-01,4.7905022154e-04
1.8649907912e+05,1.9757834732e+05,1.9195879722e+05,2.0110721314e-01,5.2997780293e-04
1.9757834732e+05,2.0931579669e+05,2.0336240847e+05,2.0565040224e-01,4.6612059298e-04
2.0931579669e+05,2.2175052753e+05,2.1544346900e+05,2.1390521596e-01,5.3707882947e-04
2.2175052753e+05,2.3492396290e+05,2.2824222375e+05,2.2085830345e-01,5.8978029456e-04
2.3492396290e+05,2.4887998673e+05,2.4180130845e+05,2.2250232138e-01,6.4890574931e-04
2.4887998673e+05,2.6366508987e+05,2.5616589169e+05,2.3118466260e-01,5.1295039383e-04
2.6366508987e+05,2.7932852509e+05,2.7138382537e+05,2.3688367664e-01,6.0067266761e-04
2.7932852509e+05,2.9592247108e+05,2.8750580409e+05,2.3915667368e-01,6.5002961968e-04
2.9592247108e+05,3.1350220626e+05,3.0458553407e+05,2.4357297401e-01,5.8303230053e-04
3.1350220626e+05,3.3212629298e+05,3.2267991199e+05,2.5818883420e-01,6.8865876572e-04
3.3212629298e+05,3.5185677257e+05,3.4184921462e+05,2.6089344849e-01,6.1348679540e-04
3.5185677257e+05,3.7275937203e+05,3.6215729951e+05,2.3482612626e-01,6.4650899510e-04
3.7275937203e+05,3.9490372296e+05,3.8367181781e+05,2.2475788420e-01,5.6161231465e-04
3.9490372296e+05,4.1836359353e+05,4.0646443957e+05,2.2922197678e-01,5.3680425583e-04
4.1836359353e+05,4.4321713425e+05,4.3061109252e+05,2.0238453072e-01,4.9140601761e-04
4.4321713425e+05,4.6954713825e+05,4.5619221498e+05,2.3172235926e-01,5.5632542406e-04
4.6954713825e+05,4.9744131714e+05,4.8329302386e+05,2.6809262645e-01,6.6811505968e-04
4.9744131714e+05,5.2699259316e+05,5.1200379848e+05,2.7863085236e-01,6.5188627873e-04
5.2699259316e+05,5.5829940874e+05,5.4242018138e+05,2.8066156182e-01,6.8235694758e-04
5.5829940874e+05,5.9146605446e+05,5.7464349687e+05,2.8091438013e-01,6.7442906416e-04
5.9146605446e+05,6.2660301641e+05,6.0878108859e+05,2.4957276204e-01,5.4484965212e-04
6.2660301641e+05,6.6382734429e+05,6.4494667710e+05,2.7108264455e-01,6.0028397732e-04
6.6382734429e+05,7.0326304134e+05,6.8326073872e+05,2.9415577785e-01,7.2331285869e-04
7.0326304134e+05,7.4504147737e+05,7.2385090682e+05,2.9988206014e-01,7.1578149026e-04
7.4504147737e+05,7.8930182645e+05,7.6685239706e+05,3.1858581624e-01,8.1672928744e-04
7.8930182645e+05,8.3619153049e+05,8.1240845779e+05,3.0712523206e-01,6.8220060964e-04
8.3619153049e+05,8.8586679041e+05,8.6067084724e+05,2.8697044711e-01,6.3117157648e-04
8.8586679041e+05,9.3849308649e+05,9.1180033908e+05,2.6044709764e-01,6.7900351401e-04
9.3849308649e+05,9.9424572964e+05,9.6596725801e+05,2.3725825376e-01,5.6414439153e-04
9.9424572964e+05,1.0533104454e+06,1.0233520471e+06,2.3124412727e-01,5.7165675562e-04
1.0533104454e+06,1.1158839925e+06,1.0841458689e+06,2.5184655069e-01,6.5751336876e-04
1.1158839925e+06,1.1821748186e+06,1.1485512424e+06,2.7459379251e-01,6.3155448719e-04
1.1821748186e+06,1.2524037545e+06,1.2167827174e+06,2.8907686631e-01,7.5440020896e-04
1.2524037545e+06,1.3268047497e+06,1.2890675894e+06,2.6660857172e-01,6.1817278325e-04
1.3268047497e+06,1.4056256519e+06,1.3656466568e+06,2.7606251768e-01,6.6706051960e-04
1.4056256519e+06,1.4891290324e+06,1.4467750229e+06,2.9109413690e-01,7.4692389262e-04
1.4891290324e+06,1.5775930614e+06,1.5327229460e+06,2.8358188620e-01,7.4187689705e-04
1.5775930614e+06,1.6713124337e+06,1.6237767392e+06,2.7211938136e-01,6.9081530899e-04
1.6713124337e+06,1.7705993512e+06,1.7202397248e+06,2.7702156450e-01,8.1729508336e-04
1.7705993512e+06,1.8757845627e+06,1.8224332443e+06,2.6306882885e-01,7.7028595680e-04
1.8757845627e+06,1.9872184655e+06,1.9306977289e+06,2.3681385946e-01,7.4564882402e-04
1.9872184655e+06,2.1052722728e+06,2.0453938338e+06,2.3990914939e-01,7.0414786160e-04
2.1052722728e+06,2.2303392503e+06,2.1669036394e+06,2.3427891589e-01,7.7831310114e-04
2.2303392503e+06,2.3628360264e+06,2.2956319242e+06,2.4060613397e-01,7.5716515942e-04
2.3628360264e+06,2.5032039797e+06,2.4320075133e+06,2.2851448311e-01,6.3931614310e-04
2.5032039797e+06,2.6519107099e+06,2.5764847065e+06,2.1587048119e-01,7.2293533411e-04
2.6519107099e+06,2.8094515950e+06,2.7295447924e+06,1.8782093653e-01,5.6902822236e-04
2.8094515950e+06,2.9763514416e+06,2.8916976510e+06,1.7409859888e-01,6.9751015499e-04
2.9763514416e+06,3.1531662336e+06,3.0634834527e+06,1.7122274200e-01,5.9008183010e-04
3.1531662336e+06,3.3404849835e+06,3.2454744574e+06,1.5566181763e-01,5.8297711705e-04
3.3404849835e+06,3.5389316955e+06,3.4382769211e+06,1.3978961448e-01,5.0290017812e-04
3.5389316955e+06,3.7491674434e+06,3.6425331154e+06,1.2894136951e-01,4.6744149926e-04
3.7491674434e+06,3.9718925733e+06,3.8589234670e+06,1.2009998472e-01,5.2503048686e-04
3.9718925733e+06,4.2078490363e+06,4.0881688244e+06,1.1862134775e-01,5.1298525584e-04
4.2078490363e+06,4.4578228604e+06,4.3310328592e+06,1.0380502802e-01,4.8128564476e-04
4.4578228604e+06,4.7226467688e+06,4.5883246101e+06,9.4035378869e-02,5.1215842949e-04
4.7226467688e+06,5.0032029538e+06,4.8609011781e+06,8.4290720364e-02,4.7230375692e-04
5.0032029538e+06,5.3004260159e+06,5.1496705816e+06,7.1470734142e-02,4.2875784204e-04
5.3004260159e+06,5.6153060767e+06,5.4555947812e+06,6.3523270425e-02,3.5835194193e-04
5.6153060767e+06,5.9488920779e+06,5.7796928842e+06,5.0702012560e-02,3.5883356771e-04
5.9488920779e+06,6.3022952750e+06,6.1230445396e+06,4.3539389724e-02,3.1593897242e-04
6.3022952750e+06,6.6766929392e+06,6.4867935348e+06,3.6759150459e-02,3.4603344933e-04
6.6766929392e+06,7.0733322796e+06,6.8721516054e+06,2.9642488586e-02,2.8109243262e-04
7.0733322796e+06,7.4935345977e+06,7.2804024723e+06,2.2806354030e-02,2.1672488397e-04
7.4935345977e+06,7.9386996888e+06,7.7129061176e+06,1.7514802613e-02,2.0309204710e-04
7.9386996888e+06,8.4103105054e+06,8.1711033155e+06,1.3300000387e-02,1.6918288284e-04
8.4103105054e+06,8.9099380968e+06,8.6565204313e+06,9.8592113952e-03,1.7800273547e-04
8.9099380968e+06,9.4392468432e+06,9.1707745067e+06,7.0033914579e-03,1.2356352519e-04
9.4392468432e+06,1.0000000000e+07,9.7155786463e+06,5.0807595492e-03,1.1639943418e-04
